Rank,Base,Staff ID,Bid Type,Str1,Flt. No.,Lifestyle Table,CP,FO,ALL
FO,DEL,FO_DEL_16346,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16346,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16346,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16346,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16346,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16348,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16348,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16348,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16348,PreferredNightstop,BLR,,,,,
FO,DEL,FO_DEL_16351,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16351,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16351,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16351,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16354,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16354,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_16355,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16355,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16355,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16355,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16355,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16357,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16357,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16357,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16357,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16357,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16432,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16433,FlightNumber,UK,123,,,,
FO,DEL,FO_DEL_16433,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16433,FlightNumber,UK,124,,,,
FO,DEL,FO_DEL_16433,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16433,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16434,FlightNumber,UK,935,,,,
FO,DEL,FO_DEL_16434,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16434,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16434,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16437,FlightNumber,UK,533,,,,
FO,DEL,FO_DEL_16437,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16437,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16438,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16438,FlightNumber,UK,778,,,,
FO,DEL,FO_DEL_16438,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16438,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16439,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16440,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16441,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16564,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16564,PreferredNightstop,PNQ,,,,,
FO,DEL,FO_DEL_16566,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16566,PreferredNightstop,CCU,,,,,
FO,DEL,FO_DEL_16567,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16567,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16567,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_16569,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16569,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16569,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16569,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16569,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_16570,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16570,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_16571,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16571,PreferredNightstop,CCU,,,,,
FO,DEL,FO_DEL_16572,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16572,FlightNumber,UK,105,,,,
FO,DEL,FO_DEL_16572,FlightNumber,UK,235,,,,
FO,DEL,FO_DEL_16572,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16656,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16656,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16657,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16657,FlightNumber,UK,657,,,,
FO,DEL,FO_DEL_16657,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16657,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16657,PreferredNightstop,BLR,,,,,
FO,DEL,FO_DEL_16658,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16659,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16659,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16659,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16659,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16659,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_16660,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16660,PreferredNightstop,HYD,,,,,
FO,DEL,FO_DEL_16661,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16661,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_16662,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16662,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_16663,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16663,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16678,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16678,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_16699,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_16700,FlightNumber,UK,741,,,,
FO,DEL,FO_DEL_16700,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16754,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16754,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16754,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16754,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_16954,FlightNumber,UK,8401,,,,
FO,DEL,FO_DEL_16954,FlightNumber,UK,123,,,,
FO,DEL,FO_DEL_16954,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_16954,PreferredNightstop,HYD,,,,,
FO,DEL,FO_DEL_16958,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_16958,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_16958,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16958,PreferredNightstop,BLR,,,,,
FO,DEL,FO_DEL_16965,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_16965,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_17494,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_17494,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_17494,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_17691,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_17691,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_17693,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_17706,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_17706,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_17712,FlightNumber,UK,105,,,,
FO,DEL,FO_DEL_17712,FlightNumber,UK,123,,,,
FO,DEL,FO_DEL_17712,FlightNumber,UK,235,,,,
FO,DEL,FO_DEL_17712,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_17712,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_17862,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_17894,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_17894,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18013,FlightNumber,UK,993,,,,
FO,DEL,FO_DEL_18013,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18013,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18014,FlightNumber,UK,727,,,,
FO,DEL,FO_DEL_18014,FlightNumber,UK,727,,,,
FO,DEL,FO_DEL_18014,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18014,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_18014,PreferredNightstop,CCU,,,,,
FO,DEL,FO_DEL_18015,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18015,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_18016,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18016,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18016,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18016,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18016,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_18018,FlightNumber,UK,815,,,,
FO,DEL,FO_DEL_18018,FlightNumber,UK,815,,,,
FO,DEL,FO_DEL_18018,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18018,PreferredNightstop,BLR,,,,,
FO,DEL,FO_DEL_18019,FlightNumber,UK,935,,,,
FO,DEL,FO_DEL_18019,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_18019,PreferredNightstop,BLR,,,,,
FO,DEL,FO_DEL_18022,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18022,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18022,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18022,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18032,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18178,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18178,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_18178,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18179,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18179,LifestyleType,Morning Person,,,,,
FO,DEL,FO_DEL_18179,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18180,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18180,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18181,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18181,PreferredNightstop,JED,,,,,
FO,DEL,FO_DEL_18182,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18182,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18183,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_18183,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_18183,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_18184,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18184,PreferredNightstop,HYD,,,,,
FO,DEL,FO_DEL_18420,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18420,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18420,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18420,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_18420,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_18423,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18423,FlightNumber,UK,935,,,,
FO,DEL,FO_DEL_18423,LifestyleType,Morning Person,,,,,
FO,DEL,FO_DEL_18423,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_18556,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18556,FlightNumber,UK,819,,,,
FO,DEL,FO_DEL_18556,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_18556,PreferredNightstop,BLR,,,,,
FO,DEL,FO_DEL_18557,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18557,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_18557,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18557,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18557,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_18680,FlightNumber,UK,533,,,,
FO,DEL,FO_DEL_18680,FlightNumber,UK,115,,,,
FO,DEL,FO_DEL_18680,FlightNumber,UK,121,,,,
FO,DEL,FO_DEL_18680,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_18680,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_18899,FlightNumber,UK,111,,,,
FO,DEL,FO_DEL_18899,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18899,PreferredNightstop,SIN,,,,,
FO,DEL,FO_DEL_18967,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_18967,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_18970,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_18970,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_18973,LifestyleType,Commuter,,,,,
FO,DEL,FO_DEL_18973,PreferredNightstop,BOM,,,,,
FO,DEL,FO_DEL_18977,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18977,PreferredNightstop,CCU,,,,,
FO,DEL,FO_DEL_18983,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18983,PreferredNightstop,HYD,,,,,
FO,DEL,FO_DEL_18993,LifestyleType,Nights At Home,,,,,
FO,DEL,FO_DEL_18993,PreferredNightstop,HYD,,,,,
FO,DEL,FO_DEL_18994,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_18994,PreferredNightstop,DEL,,,,,
FO,DEL,FO_DEL_19247,LifestyleType,Evening Person,,,,,
FO,DEL,FO_DEL_19247,PreferredNightstop,BLR,,,,,
FO,BOM,FO_BOM_11122,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_12789,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_12789,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_12789,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_12789,PreferredNightstop,MRU,,,,,
FO,BOM,FO_BOM_12839,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_12839,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_12839,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_12839,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_12839,PreferredNightstop,BKK,,,,,
FO,BOM,FO_BOM_12943,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_12943,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_12943,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_12945,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_12945,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_12945,PreferredNightstop,JED,,,,,
FO,BOM,FO_BOM_13200,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_13200,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_13200,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_13200,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_13200,PreferredNightstop,JED,,,,,
FO,BOM,FO_BOM_13203,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_13549,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_13549,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_13549,PreferredNightstop,SIN,,,,,
FO,BOM,FO_BOM_13873,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_13873,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_13873,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_13979,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_13979,PreferredNightstop,DEL,,,,,
FO,BOM,FO_BOM_13997,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_15077,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_15077,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_15077,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_15077,LifestyleType,Morning Person,,,,,
FO,BOM,FO_BOM_15077,PreferredNightstop,MRU,,,,,
FO,BOM,FO_BOM_16065,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_16065,PreferredNightstop,BKK,,,,,
FO,BOM,FO_BOM_16074,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_16074,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_16074,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16074,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16074,PreferredNightstop,MRU,,,,,
FO,BOM,FO_BOM_16128,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16128,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16128,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16129,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16131,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16135,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16135,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16135,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_16135,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16135,PreferredNightstop,SIN,,,,,
FO,BOM,FO_BOM_16138,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16138,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16138,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16138,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16139,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16139,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_16139,PreferredNightstop,SIN,,,,,
FO,BOM,FO_BOM_16344,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16344,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16344,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16344,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_16344,PreferredNightstop,SIN,,,,,
FO,BOM,FO_BOM_16347,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16347,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16347,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16347,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16347,PreferredNightstop,JED,,,,,
FO,BOM,FO_BOM_16349,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16349,PreferredNightstop,JED,,,,,
FO,BOM,FO_BOM_16350,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16350,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16350,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16350,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16350,PreferredNightstop,BLR,,,,,
FO,BOM,FO_BOM_16353,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16353,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16353,PreferredNightstop,DEL,,,,,
FO,BOM,FO_BOM_16356,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16356,PreferredNightstop,BOM,,,,,
FO,BOM,FO_BOM_16435,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16435,PreferredNightstop,DEL,,,,,
FO,BOM,FO_BOM_16436,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_16436,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16436,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_16436,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_16436,PreferredNightstop,MRU,,,,,
FO,BOM,FO_BOM_16443,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16443,FlightNumber,UK,241,,,,
FO,BOM,FO_BOM_16443,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16443,PreferredNightstop,BOM,,,,,
FO,BOM,FO_BOM_16565,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16565,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16565,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16565,LifestyleType,Morning Person,,,,,
FO,BOM,FO_BOM_16565,PreferredNightstop,BKK,,,,,
FO,BOM,FO_BOM_16956,FlightNumber,UK,123,,,,
FO,BOM,FO_BOM_16956,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16956,PreferredNightstop,DEL,,,,,
FO,BOM,FO_BOM_16966,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_16966,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16966,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_16966,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_16966,PreferredNightstop,DMM,,,,,
FO,BOM,FO_BOM_18017,FlightNumber,UK,235,,,,
FO,BOM,FO_BOM_18017,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_18017,LifestyleType,Commuter,,,,,
FO,BOM,FO_BOM_18017,PreferredNightstop,SIN,,,,,
FO,BOM,FO_BOM_18176,LifestyleType,Nights At Home,,,,,
FO,BOM,FO_BOM_18176,PreferredNightstop,PNQ,,,,,
FO,BOM,FO_BOM_18575,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_18575,PreferredNightstop,SIN,,,,,
FO,BOM,FO_BOM_18691,FlightNumber,UK,255,,,,
FO,BOM,FO_BOM_18691,FlightNumber,UK,183,,,,
FO,BOM,FO_BOM_18691,FlightNumber,UK,105,,,,
FO,BOM,FO_BOM_18691,LifestyleType,Evening Person,,,,,
FO,BOM,FO_BOM_18691,PreferredNightstop,BOM,,,,,
,,,,,,Morning duty count,2517,2517,5034
,,,,,,Evening duty count,2220,2220,4440
,,,,,,Morning trip count,1029,1029,2058
,,,,,,Evening trip count,875,875,1750
,,,,,,Mixed trip count,604,604,1208
,,,,,,Turnaround trip count,1095,1095,2190
,,,,,,Layover trip count,1413,1413,2826
,,,,,,Morning Turnaround trip count,564,564,1128
,,,,,,Morning Layover trip count,465,465,930
,,,,,,Evening Turnaround trip count,531,531,1062
,,,,,,Evening Layover trip count,344,344,688
,,,,,, ,,,
